Type,Author,Year,Title,DOI,Abstract,Language,Decision
Journal Article,S. Adamczyk; M. Litoborski,2010.0,Intraoperative radiotherapy in breast cancer treatment using electrons from a linear Accelerator - Two years of experieence,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed12&AN=70321768","Purpose: The purpose of this study was to report first two years of a single-centre experience of intraoperative radiotherapy (lORT) during breast-conserving surgery (BCS) as a tumor bed boost using high energy electrons. Material and Methods: Between May 2008 and April 2010 in 123 breast cancers treated at the Greater Poland Cancer Centre in Poznan (Poland) intraoperative radiotherapy as a tumor bed boost was applied using mobile electron accelerator Mobetron 1000. IORT boost (10 Gy) was followed by 50 Gy whole-breast external beam radiotherapy (EBRT). Chemotherapy, if indicated, was given before EBRT. After tumor excision, aluminium-lead shielding plate was placed on a patient's chest wall, underneath breast tissues. Shielding plates have physical thickness of 0.5 cm (equal to 2 cm of water) and 1 cm (5 cm water equivalent) and diameters from 3 cm to 13 cm with 1 cm step. Appropriate applicator size and tip bevel were chosen to cover whole tumor bed with specified IORT margins. The applicator was then positioned into the breast opening and attached with the clamps to the surgical bed. After that, patient was moved under the Mobetron's head and using soft-docking system applicator was properly positioned against beam central ax.s, Electron energy was precisely chosen to assure possibly homogeneous dose distribution and to deliver 10 Gy to the 90% isodose, which reaches shielding plate surface, independently of tissuethickness. Acrylic bolus caps of 0.5 cm or 1 cm thickness, if needed, were placed on the surface of tumor bed. Results: Median age of treated women was 58 years ranging from 35 to 77. Patients were treated using all available electron beam energies: 6 MeV electron beam energy was used in 57% cases but also 9 MeV, 4 MeV and 12 MeV (27%, 13% and 3% cases respectively) were used for treatment. In 54% cases treatment applicator size (which corresponds to the tumor bed size) was 5 cm in diameter. The smallest used applicator was 4 cm in diameter (11%) and the largest one was 7 cm (used only in 2% cases). Treatment applicators with 0degree, 15degree and 30degree beveled tips were evenly used (33%, 39% and 28% cases respectively). In 55% cases no bolus was needed; 0.5 cm bolus was used in 46 cases (37%). In all treatment procedures aluminium-lead shielding plates were used, 75% of which were 0.5 cm thick. The thickness of irradiated breast gland was less than 1.5 cm in 44% cases and between 1.5 em and 2 em in 42%. Breast gland thicker than 2.5 cm was irradiated rather rarely - only 3% of all treated cases. Conclusion: Intraoperative radiotherapy as a tumor bed boost during breast-conserving surgery for breast cancer using high energy electrons from a mobile linear accelerator seems to be effective and promising treatment procedure.",,0
Journal Article,"J. M. Adkinson; N. F. Miller; S. M. Eid; M. G. Miles; R. X. Murphy, Jr.",2015.0,Tissue Expander Complications Predict Permanent Implant Complications and Failure of Breast Reconstruction,10.1097/sap.0000000000000142,"BACKGROUND: Two-stage tissue expander-based breast reconstruction is the most commonly used reconstructive modality following mastectomy. We sought to determine if patients who experienced complications during the expansion phase were at increased risk for complications or reconstructive failure after the exchange procedure. METHODS: A retrospective review of tissue expander-based breast reconstructions was performed from January 2007 through December 2011. Variables evaluated included age, presence of cancer, tobacco use, body mass index, comorbidities, use of acellular dermal matrix, chemotherapy, radiation, timing of reconstruction (delayed/immediate), intraoperative tissue expander fill, complications, and explantation or salvage of the reconstruction by means of debridement and closure or myocutaneous flap. RESULTS: A total of 196 patients underwent mastectomy with 304 tissue expander reconstructions. Tobacco use (active and remote), hypertension, and radiation were associated with complications. Patients with a salvaged tissue expander complication were 3 times more likely to have a complication after placement of a permanent implant and 9 times more likely to fail permanent implant reconstruction (ie, require explantation). CONCLUSIONS: Women with complications after placement of a tissue expander are at significantly increased risk for both complications and reconstructive failure after placement of a permanent implant. Consideration for earlier autologous reconstruction as a salvage should be strongly considered in patients with a tissue expander complication, particularly in smokers and those undergoing radiation therapy.",eng,0
Journal Article,S. Agostinelli; M. Gusinu; F. Cavagnetto; S. Garelli; M. Zeverino; M. Guenzi; R. Corvo; G. Taccini,2012.0,On-line optimization of intraoperative electron beam radiotherapy of the breast,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed14&AN=51868144","Purpose: To optimize the dose delivery to the breast lumpectomy target treated with intraoperative electron beam radiotherapy (IOERT). Materials and methods: Two tools have been developed in our MU calculation software NEMO X to improve the dose homogeneity and the in-vivo dosimetry effectiveness for IOERT treatments. Given the target (tumor bed) thickness measured by the surgeon, NEMO X can provide auto dose normalization to cover 95% of the target volume with 95% of the prescription dose (PD) and a best guess"" of the expected dosimeter dose (EDD) for a deep seated in-vivo dosimeter. The tools have been validated with the data of 91 patients treated with IOERT on a LIAC mobile accelerator. In-vivo dosimetry has been performed with microMOSFETs positioned on the shielding disk inserted between the tumor bed and the chest wall. Results: On average the auto normalization showed to provide better results if compared to conventional normalization rules in terms of mean target dose ( MTD-PD /PD < 5% in 95% vs. 53% of pts) and V107 percentage (<V107> = 19% vs. 32%). In-vivo dosimetry MOSFET dose (MD) showed a better correlation with the EDD guessed by our tool than just by assuming that EDD = PD ( MD-EDD /EDD < 5% in 57 vs. 26% of pts). Conclusions: NEMO X provides two useful tools for the on-line optimization of the dose delivery in IOERT. This optimization can help to reduce unnecessary large over-dosage regions and allows introducing reliable action levels for in-vivo dosimetry. © 2011 Elsevier Ireland Ltd. All rights reserved.""",,0
Journal Article,S. Agostinelli; G. Taccini,2011.0,An automatic normalization tool for optimized IORT treatments of the breast with electron beams,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed13&AN=70481352","Purpose: In IORT treatments of the breast with electron beams the dose normalization has to take into account the depth of the tumorectomy (target) site, the entrance dose and the clinical range of the beam. Once chosen the most appropriate beam energy, a good trade-off between target coverage, entrance dose and tissue over-dosage is to normalize the dose to the R90% (clinical) range. Quite often however, the target is shallower than the beam's range, so normalization to R90% can lead to unnecessary large over-dosage areas. In this work we analyze an automatic tool for dose normalization based on the DVH of the target. Materials: 66 patients which underwent IORT treatment of the breast were investigated. Al the treatments were performed with a LIAC (Sordina, Italy) mobile accelerator producing electrons with nominal energy 4, 6, 8 and 10 MeV collimated through Plexiglas circular applicators. For each treatment an experienced medical physicist provided selection of the beam energy and monitor units (MU) calculation based on the applicator size, daily output of the beam and depth of the target. For each treatment the surgeon measured with a needle ruler the target depth at four different positions; based on these measurements the maximum and minimum depths of the target were recorded. The selected beams were: 8, 10, 6 and 4 MeV in 47%, 43%, 8% and 2% of the treatments respectively. Applicator size was: 5, 6 and 4 cm in 56%, 26% and 18% of the treatments respectively.We developed an extension tool of our Nemo X (www.agolabs.com1) software application for IORT treatments. The tool provides MU calculation for IORT beams based on the applicator-specific dose output and PDD data. Dose normalization can be made to a specific range (e.g. R90%) or to DVH related quantities (median, mean and V95%). The DVH is computed by modelling the target as a cylinder extending from beam entry to the maximum depth of the target. Nemo X provides also a best guess"" of the dose as measured by an in-vivo dosimeter put at the distal end of the target based on the analysis of the PDD in the target depth range.Using Nemo X we computed the mean target dose and the V107% according to the real treatment normalization and in the situation in which the dose is normalized so to cover the 95% of the target with the 95% of the prescribed dose (V95% = D95%). Results: We found that in 35 treatments the mean target dose differed more than 5% from the prescription dose, while using Nemo X's normalization this could have been reduced to 2 treatments (Fig. 1). The V107% analysis shows that the over-dosage areas were usually quite large (<V107%> = 35%) while using Nemo X this drastically reduces to 2%. (Figure presented) Conclusions: We have developed a tool for automatic normalization of IORT electron beams based on the target's DVH. We have shown that this tool can improve the target dose conformity in terms of mean target dose and overdosage.""",,0
Journal Article,S. Ahlawat; L. Kim; V. Narra; E. Sebastian; A. Limbacher; P. Chen; A. Khan,2014.0,Effect of Inhomogeneity on Cardiac and Lung Dose in Partial-Breast Irradiation Using HDR Brachytherapy,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed16&AN=75006137","Introduction: Recent expert consensus statements have endorsed use of accelerated partial-breast irradiation (APBI) in select groups of low-risk women with early-stage breast cancer. APBI in the form of balloon brachytherapy is increasingly selected as a method of radiation treatment (RT). In APBI, accurate dose distribution representation is essential when considering organs at risk (OARs). The presence of inhomogeneities, like air pockets and contrast material in the bone, creates challenges for accurate dose estimation. Current treatment planning systems are based on the TG-43 dose calculation formalism, which assumes full scatter conditions and does not correct for inhomogeneities. Recent advances in dose calculation software have made estimation of the dose that is corrected for inhomogeneities possible. The aim of the current study is to examine the effect of inhomogeneity effects on cardiac and lung dose calculation as estimated by the Acuros BV (Varian) dose calculation algorithm, compared with uncorrected TG-43 doses. Accurate heart and lung dose calculation may be important to minimize long-term toxicity. Materials and Methods: This study looked at 29 MammoSite balloon brachytherapy patients treated with a single central dwell position to 3,400 cGy in 10 bid fractions. Balloon density was overwritten to water in the treatment planning system so as to isolate the tissue inhomogeneity effect. Doses were calculated using both TG-43 and Acuros. Maximum and mean heart dose and lung V20 were recorded. A linear fit was used to characterize the relationship between Acuros and TG-43 calculations of these parameters. Results: Maximum cardiac doses calculated using TG-43 doses ranged from 232 to 4,422 cGy. Maximum cardiac doses as calculated by Acuros were proportional to TG-43 doses. For these patients, a linear fit shows Acuros dose = 0.97 * TG-43 dose (R<sup>2</sup> = .999). The 95% confidence interval (CI) for the proportionality constant was 0.963-0.978. For any individual patient, the proportional relationship agreed with the actual Acuros dose to 3 +/- 2%. When examining lung doses, the Acuros lung V20 is about 80% of TG-43 (R<sup>2</sup> = .962). Discussion: In this small cohort of partial-breast balloon brachytherapy patients, we found that differences in cardiac dose between TG-43 and Acuros (~3%) were less than those reported in previous studies on other critical structures, such as ribs (4%-5%) and skin (7%-8%). Compared with these other structures, we hypothesize that the low-density lung between the balloon and heart may be counterbalancing dose decrease due to lack of full scatter, but further study is warranted. As with ribs and skin, Acuros maximum point dose calculation for heart showed a proportional relationship to TG-43. However, the dose-volume parameter, lung V20, displayed larger variance from proportionality, as shown by the lower R<sup>2</sup> value. With evolving technology, it is important to elucidate accurate normal structure dosages to deliver high-quality care in this important patient population. Further study with a larger number of patients is needed to make any definitive recommendations. Our current results appear to be reassuring, in that Acuros-based heart and lung doses are lower than or comparable with TG-43-based calculations.",,0
Journal Article,S. Ahmad; D. Johnson; J. R. Hiatt; D. T. Still; E. E. Furhang; D. Marsden; F. Kearly; D. A. Bernard; R. W. Holt,2010.0,Comparison of tumor and normal tissue dose for accelerated partial breast irradiation using an electronic brachytherapy eBx source and an Iridium-192 source,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed12&AN=360274681","The objective of this study has been to compare treatment plans for patients treated with electronic brachytherapy (eBx) using the Axxent System as adjuvant therapy for early stage breast cancer with treatment plans prepared from the same CT image sets using an Ir-192 source. Patients were implanted with an appropriately sized Axxent balloon applicator based on tumor cavity size and shape. A CT image of the implanted balloon was utilized for developing both eBx and Ir-192 brachytherapy treatment plans. The prescription dose was 3.4 Gy per fraction for 10 fractions to be delivered to 1 cm beyond the balloon surface. Iridium plans were provided by the sites on 35 of the 44 patients enrolled in the study. The planning target volume coverage was very similar when comparing sources for each patient as well as between patients. There were no statistical differences in mean %V100. The percent of the planning target volume in the high dose region was increased with eBx as compared with Iridium (p < 0.001). The mean maximum calculated skin and rib doses did not vary greatly between eBx and Iridium. By contrast, the doses to the ipsilateral lung and the heart were significantly lower with eBx as compared with Iridium (p < 0.0001). The total nominal dwell times required for treatment can be predicted by using a combination of the balloon fill volume and planned treatment volume (PTV). This dosimetric comparison of eBx and Iridium sources demonstrates that both forms of balloon-based brachytherapy provide comparable dose to the planning target volume. Electronic brachytherapy is significantly associated with increased dose at the surface of the balloon and decreased dose outside the PTV, resulting in significantly increased tissue sparing in the heart and ipsilateral lung.",,0
Journal Article,S. A. Ahmadi; P. J. Slotty; C. Schroter; P. Kropil; H. J. Steiger; S. O. Eicker,2014.0,Marking wire placement for improved accuracy in thoracic spinal surgery,10.1016/j.clineuro.2014.01.025,"OBJECTIVE: To present an innovative approach that does not rely on intraoperative X-ray imaging for identifying thoracic target levels and critically appraise its value in reducing the risk of wrong-level surgery and radiation exposure. METHODS: 96 patients admitted for surgery of the thoracic spine were prospectively enrolled, undergoing a total of 99 marking wire placements. Preoperatively a flexible marking wire derived from breast cancer surgery was inserted with computed tomography (CT) guidance at the site of interest--the wire was then used as an intraoperative guidance tool. RESULTS: Wire placement was considered successful in 96 cases (97%). Most common pathologies were tumors (62.5%) and degenerative disorders (16.7%). Effective doses from CT imaging were significantly higher for wire placements in the upper third of the thoracic spine compared to the lower two thirds (p = 0.015). Radiation exposure to operating room personnel could be reduced by more than 90% in all non-instrumented cases. No adverse reactions were observed, one patient (1.04%) underwent surgical revision due to an epifascial empyema. No wires had to be removed due to lack of patient compliance or infection. CONCLUSIONS: This is a safe and practical approach to identify the level of interest in thoracic spinal surgery employing a marking wire. Its application merits consideration in any spinal case where X-ray localization could prove unsafe, particularly in cases lacking bony pathologies such as intradural tumors.",eng,0
Journal Article,H. M. Ahmed; P. J. Dipiro; P. M. Devlin; M. L. Nguyen; J. R. Bellon,2010.0,Mammographic appearance following accelerated partial breast irradiation by using mammosite brachytherapy,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed12&AN=358702484","Purpose: To describe a single institution's experience with mammographic appearance in low-risk patients with early stage breast cancer who have received accelerated partial breast irradiation (APBI) by using MammoSite balloon brachytherapy. Materials and Methods: This study was approved by an institutional review board and was conducted under strict adherence to the Privacy Rule of HIPAA. This was a retrospective review of patients who underwent MammoSite brachytherapy from October 2003 to March 2007. Informed consent for participation in the research project was waived by the institutional review board. Posttherapy mammograms were categorized as showing mild, moderate, or severe distortion and were correlated with patient complaints and complications. Results: Twenty-two women were included in the study, and 93 mammograms were obtained during a median follow-up period of 46 months (range, 22-58 months). Median age was 61 years (range, 47-81 years). One patient developed severe distortion after APBI, while two patients developed only mild distortion throughout follow-up. Eleven (79%) of 14 patients developed moderate distortion, with a median peak in distortion occurring at 21 months. Four (18%) patients developed fat necrosis, two (9%) developed seromas, and two (9%) developed both fat necrosis and seromas. None of the patients required biopsy, and none had an ipsilateral breast recurrence. One patient died of metastatic disease with no evidence of local recurrence. Conclusion: Patients treated with MammoSite APBI developed peak distortion 21 months following therapy, which may be sooner than distortion following conventional whole breast radiation. © RSNA, 2010.",,0
Journal Article,Y. Ahmed; J. R. Hiatt; B. M. O'Connor; B. H. Curran; E. S. Sternick; D. E. Wazer,2010.0,<sup>192</sup>I and electronic brachytherapy mixed modality treatment plans provide optimized dose distributions,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed12&AN=70150322","Purpose: The purpose of this study was to evaluate treatment plans combining electronic brachytherapy (eBx) and <sup>192</sup>lr high-dose-rate brachytherapy (<sup>192</sup>lr HDR) for three commonly used applicators. The rapid dose fall-off associated with eBx can provide a lower dose to more distant normal tissue while a lower surface dose can be achieved with <sup>192</sup>lr HDR brachytherapy. This study compares mixed modality treatment plans (MMeBx) with those of eBx and <sup>192</sup>lr HDR alone. Materials and Methods: Planning 3-D CT scans of patients previously treated using a Miami vaginal cylinder, a SAVl breast catheter (Cianna Medical, Aliso Viejo, CA) or a ConturaTM breast catheter (SenoRx, lnc, Aliso Viejo, CA) were re-planned (BrachyVision, Varian Medical Systems, lnc., Palo Alto, CA) for this study. Three plans were generated for each applicator: a standard <sup>192</sup>lr HDR plan, an eBx plan, and a mixed modality plan (MMeBx). ln each plan, loading was optimized based on the individual patient's anatomy. For the MMeBx plan, catheters closest to critical structures were loaded with eBx sources to take advantage of the more rapid dose fall-off. Target volume and normal structures were contoured for each patient. The target volume for the Miami cylinder was defined as a 3.0 mm expansion of the cylinder. For the intracavitary breast catheters, the target volume was defined as a 1.0 cm expansion of the excision cavity less the excision cavity and was retracted from the skin, chest wall, and pectoral muscle as defined by the NSABP B39/RTOG 0413 protocol. Dose was optimized to the PTV surface and normalized such that the %D<inf>90</inf> (relative dose received by 90% of PTV-Eval) was within 5% for all plans. The %V<inf>95</inf> (percent of the target volume receiving 95% of the prescription dose), %V<inf>100</inf>,%V<inf>150</inf>,%V<inf>200</inf>, and %V<inf>300</inf> were extracted from the dose volume histograms for each plan. The Dose Homogeneity Index (DHI, defined as DHI = [(%V100 -%V<inf>150</inf>)/%V<inf>100</inf>]) was calculated for each plan. Results: For all three applicators, the MMeBx plan achieved a superior DHI compared to the eBx or the <sup>192</sup>Ir HDR plan, as shown in Table 1. Dose Homogeneity Index (DHI) In the case of the Miami cylinder, the MMeBx plan also achieved a lower Max Dose Bladder (178.0%) compared with both the eBx (260.5%) and the <sup>192</sup>Ir HDR (213.3%) plans. With regard to the SAVI, the MMeBx plan also achieved a lower Max Skin Dose (78.6%) relative to eBx (96.2%) and <sup>192</sup>Ir HDR (93.6%). The ConturaTM MMeBx plan achieved a lower Max Dose Skin (101.2%) as well (eBx 105.4%; <sup>192</sup>Ir HDR 106.1%). In addition, the MMeBx plan achieved a lower mean dose breast (95.9%) compared with both the eBx (128%) and the <sup>192</sup>Ir HDR (96.4%) plans. Conclusions: Mixed modality brachytherapy (MMeBx) provides the physician with additional dose-shaping flexibility that can be tailored to the individual patient's anatomy and thus can achieve a higher therapeutic ratio.",,0
Journal Article,A. Akan; S. Simsek,2014.0,Intraoperative period and breast cancer: Review,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed16&AN=600214801","Intraoperative radiation therapy in breast cancer (IORT) delivers a concentrated dose of radiation therapy to a tumor bed during surgery. IORT offers some of the following advantages with typically fewer complications like; maximum effect, sparing healthy tissues and organs, to help the patients finish treatment and get back to their normal activities. The goal of IORT is to improve local tumor control and survival rates for patients with breast cancer. IORT can both be performed with electron beams (ELIOT) and X-rays. Two main randomised trials testing intraoperative partial breast radiotherapy are TARGIT trial and the ELIOT (intraoperative radiotherapy with electrons) trial, but the techniques are fundamentally different. Whereas TARGIT delivers radiation from within the undisturbed tumour bed, for ELIOT, the mammary gland is mobilised, a prepectoral lead shield is inserted, the edges of the tumour bed are apposed, and radiation is delivered from without. Copyright © 2014 Federation of Breast Diseases Society. All rights reserved.",,0
Journal Article,M. E. Akbari,2012.0,"Intra Operative radiation therapy (IORT), a dedicated procedure, just flying or landing?-2",", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed14&AN=365917997",,,0
Journal Article,M. E. Akbari,2012.0,"Intra operative radiation therapy (IORT), a dedicated procedure, just flying or landing?",", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed14&AN=365351255",,,0
Journal Article,M. E. Akbari,2014.0,Radical IORT yes or no?,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed16&AN=373276544",,,0
Journal Article,M. Akhtari; P. L. Nitsch; B. L. Bass; B. S. Teh,2015.0,Long-term outcome of accelerated partial breast irradiation using a multilumen balloon applicator in a patient with existing breast implants,10.1016/j.brachy.2014.09.004,"PURPOSE: Accelerated partial breast irradiation is now an accepted component of breast-conserving therapy. However, data regarding long-term outcomes of patients treated with multilumen catheter systems who have existing breast implants are limited. METHODS AND MATERIALS: We report the treatment and outcome of our patient who had existing bilateral silicone subpectoral implants at the time of presentation. Ultrasound-guided core needle biopsy of the right breast showed infiltrating mucinous carcinoma. Right breast lumpectomy revealed an 8 mm area of infiltrating ductal carcinoma with mucinous features and nuclear grade 1. A 4-5 cm Contura (Bard Biopsy Systems, Tempe, AZ) device was placed, and she was treated over the course of 5 days twice daily to a dose of 34 Gy using a high-dose-rate iridium-192 source. RESULTS: The planning target volume for evaluation was 73.9 cc. The percentage of the planning target volume for evaluation receiving 90%, 95%, and 100% of the prescribed dose was 99.9%, 99.3%, and 97.8%, respectively. The total implant volume was 234.5 cc and received a mean dose of 15.4 Gy and a maximum dose of 72.8 Gy. The percentage of implant volume receiving 50%, 75%, 100%, and 200% of the prescribed dose was 31.1%, 16.5%, 8.6%, 2.0%, and 0%, respectively. Maximum skin dose was 97% of the prescribed dose. With a followup of nearly 5 years, she continues to be cancer free with minimal late toxicities and good to excellent cosmetic outcome. CONCLUSIONS: Accelerated partial breast irradiation using a multilumen balloon applicator in patients with existing breast implants can safely be performed with excellent long-term cosmetic outcome. Further studies are needed to establish the absolute dosimetric tolerance of breast implants.",eng,0
Journal Article,M. Akhtari; B. S. Teh,2016.0,Accelerated partial breast irradiation: advances and controversies,10.1186/s40880-016-0095-1,"The management of localized breast cancer has changed dramatically over the past three to four decades. Breast-conserving therapy, which involved lumpectomy followed by adjuvant irradiation, is now widely considered the standard of care in women with early-stage breast cancer. Accelerated partial breast irradiation (APBI), which involves focal irradiation of the lumpectomy cavity over a short period of time, has developed over the past two decades as an alternative to whole breast irradiation (WBI). Multiple APBI modalities have been developed including brachytherapy, external beam irradiation, and intraoperative irradiation. These new techniques have provided early-stage breast cancer patients with shorter treatment duration and more focused irradiation, delivering very high biological doses to the region at a high risk of failures over a much shorter treatment course as compared with conventional radiotherapy. However, the advantages of APBI over conventional radiotherapy are controversial, including a higher risk of complications reported in retrospective literature and shorter follow-up duration in the intraoperative APBI trials. Nevertheless, APBI presents a valuable alternative to WBI for a selected population of women with early-stage breast cancer.",eng,0
Journal Article,J. Akram; G. Wooler; B. M. Nurnberg; H. Sjostrand,2013.0,[A primary adenomucinous carcinoma on the upper eyelid],", ","In this case we present a 70-year-old male with a primary adenomucinous carcinoma (PKMK) on the upper eyelid. Radical surgery or radiotherapy could not be implemented, due to aggressive behaviour caused by dementia. PKMK is a rare tumour with 228 described cases. Clinically the tumour can be misdiagnosed as benign, but has the potential to lymph node-, regional- and remote metastasis. Histologically it may be difficult to distinguish from adenocarcinomas (breast-, colorectal-, ovarian-, prostate- and lung cancer). The treatment is surgical with radical excision by Mohs' procedure (abroad) or guided by intraoperative biopsies (Denmark).",dan,0
Journal Article,M. Akram; S. A. Siddiqui,2012.0,"Breast cancer management: Past, present and evolving",", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed14&AN=368001956","Breast cancer is known from ancient time,and the treatment strategy evolved as our understanding of the disease changed with time. In 460 BC Hippocrates described breast cancer as a humoral disease and presently after a lot of studies breast cancer is considered as a local disease with systemic roots. For most of the twentieth century Halsted radical mastectomy was the established and standardized operation for cancer of the breast in all stages, early or late"". New information about tumor biology and its behavior suggested that less radical surgery might be just as effective as the more extensive one. Eventually, with the use of adjuvant therapy likeradiation and systemic therapy, the extent of surgical resection in the breast and axilla got reduced further and led to an era of breast conservation. The radiation treatment of breast cancer has evolved from 2D to 3D Conformal and to accelarated partial breast irradiation, aiming to reduce normal tissue toxicity and overall treatment time. Systemic therapy in the form of hormone therapy, chemotherapy and biological agents is now a well-established modality in treatment of breast cancer. The current perspective of breast cancer management is based on the rapidly evolving and increasingly integrated study on the genetic, molecular <sup>,</sup> biochemical and cellular basis of disease. The challenge for the future is to take advantage of this knowledge for the prediction of therapeutic outcome and develop therapies and rapidly apply more novel biologic therapeutics.""",,0
