Author,Year,Title,Key words,Decision,Record number,Language,Abstract
"D.H. Azria, C.",2009,Impact of radiotherapy modalities on local control and survival in adjuvant breast cancer treatment,"Apoptosis Axilla Breast Neoplasms/mortality/pathology/*radiotherapy/surgery CD8-Positive T-Lymphocytes/radiation effects Carcinoma, Ductal, Breast/mortality/pathology/*radiotherapy/surgery Dose Fractionation, Radiation Female Humans Lymphatic Irradiation/methods Mastectomy Radiation Tolerance Radiotherapy, Adjuvant/methods/mortality Radiotherapy, Conformal/methods Respiration Tumor Burden/radiation effects",0,263,fre,"Conventional radiotherapy (RT) in breast cancer treatment includes a total dose of 50Gy with a 16Gy-boost in a smaller volume. After mastectomy, radiotherapy of all node-positive patients seems to be applied whatever the positive node number. Modulation of RT technique uses the fraction dose, namely through accelerated hypofractionation regimen in a constant volume. A group of patient with a low risk of recurrence may benefit from this technique. In a smaller irradiated volume, accelerated hypofractionation still belongs to intensive clinical research evaluating intraoperative RT, brachytherapy, Mammosite, and external partial breast irradiation. Intensity-modulated radiotherapy decreases the risk of moist desquamation. The development of the gating offers greater protection of certain critical organs including lung, heart, and chest/ribs. Finally, predictive tests identifying patients at high risk of developing late effects led us to adapt RT technique to some of them and therefore increase long term therapeutic ratio."
"G. C.W. Barnett, J. S. Moody, A. M. Wilson, C. B. Twyman, N. Wishart, G. C. Burnet, N. G. Coles, C. E.",2011,The Cambridge Breast Intensity-modulated Radiotherapy Trial: patient- and treatment-related factors that influence late toxicity,"Adolescent Adult Breast Neoplasms/drug therapy/pathology/*radiotherapy/surgery Female Humans Multivariate Analysis Neoplasm Staging Radiation Injuries/*etiology Radiotherapy, Adjuvant Radiotherapy, Intensity-Modulated/*adverse effects/methods Treatment Outcome Young Adult",0,266,eng,"AIMS: The effect of patient- and treatment-related factors in the development of late normal tissue toxicity after radiotherapy is not yet fully established. The aim of this study was to elucidate the relative importance of such factors in the development of late toxicity after breast-conserving surgery and adjuvant breast radiotherapy. MATERIALS AND METHODS: Patient- and treatment-related factors were analysed in 1014 patients who had received adjuvant radiotherapy to the breast in the Cambridge Breast Intensity-modulated Radiotherapy (IMRT) Trial. Late toxicity data were collected using photographic and clinical assessments and patient-reported questionnaires at 2 years after radiotherapy. RESULTS: On multivariate analysis, a larger breast volume was statistically significantly associated with the development of breast shrinkage assessed by serial photographs (odds ratio per litre increase in breast volume = 1.98, 95% confidence interval 1.41, 2.78; P < 0.0005), telangiectasia (odds ratio = 3.94, 95% confidence interval 2.49, 6.24; P < 0.0005), breast oedema (odds ratio = 3.65, 95% confidence interval 2.54, 5.24; P < 0.0005) and pigmentation (odds ratio = 1.75, 95% confidence interval 1.21, 2.51; P = 0.003). Current smokers had an increased risk of developing pigmentation (odds ratio = 2.09, 95% confidence interval 1.23, 3.54; P = 0.006). Patients with a moderate or poor post-surgical cosmesis had a greatly increased risk of moderate or poor overall cosmesis (odds ratio = 38.19; 95% confidence interval 21.9, 66.7; P < 0.0005). Postoperative infection requiring antibiotics was associated with increased risk of telangiectasia (odds ratio = 3.39, 95% confidence interval 1.94, 5.91; P < 0.0005) and breast oversensitivity (odds ratio = 1.78, 95% confidence interval 1.27, 2.49; P = 0.001). CONCLUSIONS: In this study, the greatest risk factors for the development of late toxicity 2 years after breast-conserving surgery and adjuvant radiotherapy were larger breast volume, baseline pre-radiotherapy surgical cosmesis, postoperative infection and possibly smoking. These factors seem to be more important than relatively small differences in dose inhomogeneity and the addition of boost radiotherapy at 2 years after the completion of radiotherapy. The modification of potentially preventable risk factors, such as postoperative infection and smoking, may limit the development of late toxicity after breast radiotherapy."
"P. S.Z. Basran, S. Berrang, T. Olivotto, I. A. Beckham, W.",2010,The impact of dose calculation algorithms on partial and whole breast radiation treatment plans,"Algorithms Breast/radiation effects Breast Neoplasms/pathology/*radiotherapy Carcinoma/pathology/*radiotherapy Female Humans Radiometry/*methods Radiotherapy Dosage Radiotherapy Planning, Computer-Assisted/*methods Radiotherapy, Conformal/*methods Retrospective Studies",0,268,eng,"BACKGROUND: This paper compares the calculated dose to target and normal tissues when using pencil beam (PBC), superposition/convolution (AAA) and Monte Carlo (MC) algorithms for whole breast (WBI) and accelerated partial breast irradiation (APBI) treatment plans. METHODS: Plans for 10 patients who met all dosimetry constraints on a prospective APBI protocol when using PBC calculations were recomputed with AAA and MC, keeping the monitor units and beam angles fixed. Similar calculations were performed for WBI plans on the same patients. Doses to target and normal tissue volumes were tested for significance using the paired Student's t-test. RESULTS: For WBI plans the average dose to target volumes when using PBC calculations was not significantly different than AAA calculations, the average PBC dose to the ipsilateral breast was 10.5% higher than the AAA calculations and the average MC dose to the ipsilateral breast was 11.8% lower than the PBC calculations. For ABPI plans there were no differences in dose to the planning target volume, ipsilateral breast, heart, ipsilateral lung, or contra-lateral lung. Although not significant, the maximum PBC dose to the contra-lateral breast was 1.9% higher than AAA and the PBC dose to the clinical target volume was 2.1% higher than AAA. When WBI technique is switched to APBI, there was significant reduction in dose to the ipsilateral breast when using PBC, a significant reduction in dose to the ipsilateral lung when using AAA, and a significant reduction in dose to the ipsilateral breast and lung and contra-lateral lung when using MC. CONCLUSIONS: There is very good agreement between PBC, AAA and MC for all target and most normal tissues when treating with APBI and WBI and most of the differences in doses to target and normal tissues are not clinically significant. However, a commonly used dosimetry constraint, as recommended by the ASTRO consensus document for APBI, that no point in the contra-lateral breast volume should receive >3% of the prescribed dose needs to be relaxed to >5%."
"A. T.S. Bates, C. L. Kwa, W. Moravan, V. AquinoParsons, C.",2007,A computed tomography-based protocol vs conventional clinical mark-up for breast electron boost,"Adult Breast Neoplasms/*radiotherapy Carcinoma in Situ/radiotherapy Electrons Female Humans Middle Aged *Radiotherapy Dosage *Radiotherapy Planning, Computer-Assisted Radiotherapy, Adjuvant Radiotherapy, Intensity-Modulated *Tomography, X-Ray Computed",0,269,eng,"AIMS: Computed tomography planning of whole breast radiotherapy (WBRT) improves breast coverage and reduces the normal tissue dose. Computed tomography planning may increase tumour bed boost treatment accuracy. The aims of this investigation were (1) to compare the breast boost volume treated with clinical mark-up with the volume delineated with computed tomography planning and (2) to study tumour bed volume changes between the initial planning computed tomography scan and a second computed tomography scan at the time of breast boost mark-up. MATERIALS AND METHODS: Women receiving adjuvant WBRT and an electron boost after breast-conserving surgery were eligible. As per standard practice, WBRT was computed tomography planned while the boost electron portal was clinically defined. Electron field borders were then traced with wire and a second computed tomography scan was carried out in the boost treatment position. Post-surgical radiological abnormalities were contoured to create a tumour bed clinical target volume (CTV) on both scans (CTV1 and CTV2). A 1cm margin to CTV2 defined the planning target volume (PTV). The proportions of the CTV2 and PTV receiving 90% (V90) and 80% (V80) of the dose were calculated. Changes in volume between CTV1 and CTV2 were analysed. RESULTS: Data from 47 eligible patients were analysed. The mean V90 for the PTV was 61%. Lower electron energy (P<0.001) and small field sizes (P=0.004) were associated with a low V90. The mean CTV decreased by 4.3 cm3 (P=0.014) and was smaller in those with a long surgery to computed tomography interval (P=0.008). On average, the 90% isodose covered 61 cm3 of normal tissue. CONCLUSIONS: Conventional clinical breast boost planning is inaccurate. Electron boost computed tomography planning together with appropriate surgical clip placement and the use of mammograms and pathological information should provide optimal coverage of the tumour site. The boost could usually be planned from the initial computed tomography scan."
"V.H. Batumalai, L. Walker, A. Jameson, M. Delaney, G. P.",2017,Assessment of dose variation for accelerated partial-breast irradiation using rigid and deformable image registrations,"Adult Aged Breast/*radiation effects Breast Neoplasms/diagnostic imaging/*radiotherapy Cone-Beam Computed Tomography Female Humans Middle Aged *Radiotherapy Dosage Radiotherapy Planning, Computer-Assisted",0,271,eng,"PURPOSE: The aim of this study was to estimate the delivered dose to the target and organs at risk (OAR) for external beam accelerated partial-breast irradiation (APBI) accounting for day-to-day setup uncertainties, using rigid and deformable image registration. METHODS AND MATERIALS: One planning computed tomography (CT) scan and 5 cone beam CT scans for each of 25 patients previously treated with tangential breast radiation therapy were used. All cone beam CT scans were registered to the planning CT scan using 3 techniques: (1) rigid registration based on bony anatomy only, (2) rigid registration based on soft-tissue only, and (3) deformable image registration. For each patient, 4 dose distributions were calculated for APBI. The first dose distribution was the original plan. The other 3 were dose-of-the-day"" for each of the registration approaches. The effects of image registrations on estimating delivered dose to targets and OAR were determined. RESULTS: The average reductions in V95 (percentage of the PTV that received 95% of the prescribed dose) were 6%, 7%, and 5% for bone, soft-tissue, and deformable registrations, respectively. The average increase in mean dose to the heart were 9%, 9%, and 18% for bone, soft-tissue, and deformable registrations, respectively, whereas the average increase in maximum dose to the contralateral breast were 19%, 20%, and 28%, respectively. CONCLUSIONS: The results of this study have shown that there are differences between the planned and estimated delivered dose for APBI because of day-to-day setup uncertainties that may need to be accounted for. Estimated dosimetric impact of setup variation and breast deformation assessed using deformable registration was greater for OARs and smaller for target volumes compared to rigid registration."""
"J. E.S. Bekelman, G. Barron, J. Liu, J. Epstein, A. J. Freedman, G. Malin, J. Emanuel, E. J.",2014,"Uptake and costs of hypofractionated vs conventional whole breast irradiation after breast conserving surgery in the United States, 2008-2013","Aged Breast Neoplasms/*radiotherapy/surgery Cohort Studies Dose Fractionation, Radiation Female Guideline Adherence Health Expenditures/*statistics & numerical data Humans Insurance, Health/statistics & numerical data *Mastectomy, Segmental Middle Aged Radiotherapy, Adjuvant Radiotherapy, Intensity-Modulated/*economics/*statistics & numerical data Retrospective Studies United States",0,275,eng,"IMPORTANCE: Based on randomized evidence, expert guidelines in 2011 endorsed shorter, hypofractionated whole breast irradiation (WBI) for selected patients with early-stage breast cancer and permitted hypofractionated WBI for other patients. OBJECTIVES: To examine the uptake and costs of hypofractionated WBI among commercially insured patients in the United States. DESIGN, SETTING, AND PARTICIPANTS: Retrospective, observational cohort study, using administrative claims data from 14 commercial health care plans covering 7.4% of US adult women in 2013, we classified patients with incident early-stage breast cancer treated with lumpectomy and WBI from 2008 and 2013 into 2 cohorts: (1) the hypofractionation-endorsed cohort (n = 8924) included patients aged 50 years or older without prior chemotherapy or axillary lymph node involvement and (2) the hypofractionation-permitted cohort (n = 6719) included patients younger than 50 years or those with prior chemotherapy or axillary lymph node involvement. EXPOSURES: Hypofractionated WBI (3-5 weeks of treatment) vs conventional WBI (5-7 weeks of treatment). MAIN OUTCOMES AND MEASURES: Use of hypofractionated and conventional WBI, total and radiotherapy-related health care expenditures, and patient out-of-pocket expenses. Patient and clinical characteristics included year of treatment, age, comorbid disease, prior chemotherapy, axillary lymph node involvement, intensity-modulated radiotherapy, practice setting, and other contextual variables. RESULTS: Hypofractionated WBI increased from 10.6% (95% CI, 8.8%-12.5%) in 2008 to 34.5% (95% CI, 32.2%-36.8%) in 2013 in the hypofractionation-endorsed cohort and from 8.1% (95% CI, 6.0%-10.2%) in 2008 to 21.2% (95% CI, 18.9%-23.6%) in 2013 in the hypofractionation-permitted cohort. Adjusted mean total health care expenditures in the 1 year after diagnosis were $28,747 for hypofractionated and $31,641 for conventional WBI in the hypofractionation-endorsed cohort (difference, $2894; 95% CI, $1610-$4234; P < .001) and $64,273 for hypofractionated and $72,860 for conventional WBI in the hypofractionation-permitted cohort (difference, $8587; 95% CI, $5316-$12,017; P < .001). Adjusted mean total 1-year patient out-of-pocket expenses were not significantly different between hypofractionated vs conventional WBI in either cohort. CONCLUSIONS AND RELEVANCE: Hypofractionated WBI after breast conserving surgery increased among women with early-stage breast cancer in 14 US commercial health care plans between 2008 and 2013. However, only 34.5% of patients with hypofractionation-endorsed and 21.2% with hypofractionation-permitted early-stage breast cancer received hypofractionated WBI in 2013."
"Y.A. Belkacemi, D.",2007,New tools in adjuvant breast cancer radiotherapy,"Breast Neoplasms/*radiotherapy/surgery Female Humans Neoplasm Recurrence, Local Patient Selection Radiotherapy Dosage Radiotherapy, Adjuvant/*methods/trends Radiotherapy, Conformal/methods Relative Biological Effectiveness Respiration",0,276,fre,"During the last century management of breast cancer became increasingly less aggressive for small tumors. Randomized trials demonstrated similar overall survival between mastectomy and breast-conservative surgery (BCS) followed by adjuvant radiation therapy (RT). BCS plus adjuvant RT +/- systemic therapy has become the standard of care for women with early breast cancer. Advances in modern RT technology allowed significant increase in high precision of target definition. Intensity modulated radiation therapy (IMRT) and gating, under investigation in miscellaneous cancers, are also in development for breast-cancer patients. These techniques decrease radiation toxicities and could be useful in the setting of concurrent use of RT and new systemic therapies such as trastuzumab. Another advance in RT is the development of accelerated partial breast irradiation (APBI) as a new concept in the adjuvant setting for early-stage breast cancer. Intraoperative RT (IORT), immediate postoperative RT (interstitial brachytherapy or Mammosite device implantation) and delayed postoperative RT (external beam of photons or protons with 3D conformation) are under investigation. In this review, the role of modern whole breast irradiation is discussed, the rational of partial breast irradiation is argued and the different techniques are detailed."
"Y.C. Belkacemi, M. P. Giard, S. Poupon, L. Castellanos, M. E. Villette, S. Bonodeau, F. Cabaret, V. Lartigau, E.",2003,Partial breast irradiation: high dose rate peroperative brachytherapy technique using the MammoSite,"Age Factors Aged Aged, 80 and over Brachytherapy/*instrumentation Breast Neoplasms/*radiotherapy/surgery Clinical Trials, Phase III as Topic Combined Modality Therapy Female Humans Intraoperative Care *Mastectomy, Segmental Middle Aged Neoplasm Recurrence, Local Particle Accelerators Radiotherapy Dosage Radiotherapy, Conformal Randomized Controlled Trials as Topic Time Factors",0,278,fre,"In the conservative management of breast cancer, radiation therapy delivering 45 to 50 Gy to the whole breast, in 4.5 to 5 weeks, followed by a booster dose of 10 to 20 Gy is the standard of care. Based on the numerous studies which have reported that the local recurrences occurs within and surrounding the primary tumor site and in order to decrease the treatment duration and its morbidity, partial breast irradiation using several techniques has been developed. Partial irradiation may be considered as an alternative local adjuvant treatment for selected patients with favorable prognostic factors. Using external beam radiation therapy, the 3D-conformal technique is appropriate to deliver the whole dose to a limited volume. In UK, an intraoperative technique using a miniature beam of low energy of x-ray (50 Kv) has been developed (Targit). Milan's team have developed an intraoperative electrons beam radiotherapy using a dedicated linear accelerator in the operative room. In USA and Canada the MammoSite has been advised for clinical use in per-operative brachytherapy of the breast. These two last techniques are currently compared in phase III randomised studies to the standard whole breast irradiation followed by a tumour bed booster dose. In this review we will focus on the MammoSite technique and will describe the per-operative implantation procedure, radiological controls ad dosimetric aspects."
"Y.C. Belkacemi, B. HannounLevi, J. M. Villette, S. Marsiglia, H. LeblancOnfroy, M. Delalande, B. Azria, D. Dubois, J. B.",2007,Accelerated partial breast irradiation: a concept to individualize treatment in breast cancer,"Adult Age Factors Aged *Brachytherapy/instrumentation/methods Breast Neoplasms/*radiotherapy/surgery Combined Modality Therapy Female Humans Intraoperative Care Mastectomy, Segmental Middle Aged Neoplasm Recurrence, Local Patient Selection Postoperative Care Prospective Studies Radiotherapy Dosage *Radiotherapy, Conformal/instrumentation/methods Randomized Controlled Trials as Topic Time Factors",0,279,fre,"Whole breast irradiation delivering an equivalent dose of 50 Gy in 5 weeks, followed by a 10 to 16 Gy-boost to the tumor bed is the standard of care after breast-conserving surgery for early-breast cancer. Accelerated partial breast irradiation (APBI) is currently under investigations in large multi-institutional, prospective, randomized trials to objectively address the critical endpoints of treatment efficacy, toxicity and cosmesis. Patient's selection for this new approach is crucial to individualise treatments and define the subgroups of patients who will really benefit from APBI in terms of quality of life without decreasing long-term results of the disease control and cosmesis. In this review, we will discuss the patients' profiles selection for APBI regarding their general and tumor criteria. The differences between APBI techniques either performed intra or post operatively will be also discussed."
"S.B. Bensaleh, E. Borg, M.",2009,"Review of MammoSite brachytherapy: advantages, disadvantages and clinical outcomes","Brachytherapy/*adverse effects/*methods Breast Neoplasms/*radiotherapy/surgery Esthetics Female Humans *Mastectomy, Segmental Neoplasm Recurrence, Local/*prevention & control Patient Satisfaction Radiation Dosage Radiotherapy Planning, Computer-Assisted Radiotherapy, Adjuvant Time Factors Treatment Outcome",0,280,eng,"BACKGROUND: The MammoSite radiotherapy system is an alternative treatment option for patients with early-stage breast cancer to overcome the longer schedules associated with external beam radiation therapy. The device is placed inside the breast surgical cavity and inflated with a combination of saline and radiographic contrast to completely fill the cavity. The treatment schedule for the MammoSite monotherapy is 34 Gy delivered in 10 fractions at 1.0 cm from the balloon surface with a minimum of 6 hours between fractions on the same day. MATERIAL AND METHODS: This review article presents the advantages, disadvantages, uncertainties and clinical outcomes associated with the MammoSite brachytherapy (MSB). RESULTS: Potential advantages of MSB are: high localised dose with rapid falloff for normal tissue sparing, minimum delay between surgery and RT, catheter moves with breast, improved local control, no exposure to staff, likely side-effects reduction and potential cost/time saving (e.g. for country patients). The optimal cosmetic results depend on the balloon-to-skin distance. Good-to-excellent cosmetic results are achieved for patients with balloon-skin spacing of > or =7 mm. There have been very few published data regarding the long term tumour control and cosmesis associated with the MSB. The available data on the local control achieved with the MSB were comparable with other accelerated partial breast irradiation techniques. The contrast medium inside the balloon causes dose reduction at the prescription point. Current brachytherapy treatment planning systems (BTPS) do not take into account the increased photon attenuation due to high Z of contrast. Some BTPS predicted up to 10% higher dose near the balloon surface compared with Monte Carlo calculations using various contrast concentrations (5-25%). CONCLUSION: Initial clinical results have shown that the MammoSite device could be used as a sole radiation treatment for selected patients with early stage breast cancer providing good local control, minimal complication rate and excellent cosmesis."
